Date,Action,Phase,Product ID,Product Name,Price,Sector,Index,10D ROI,Index 10D ROI,Last X Day High,Last X Day Low,SD Ratio,Max ROI,Min ROI,10D Max ROI,10D MIN ROI,Current ROI,Vol spike,Long Stop Loss SD,Long Stop Loss XD,Long Profit Take,Short Stop Loss SD,Short Stop Loss XD,Short Profit Take,Slope,Long RR,Short RR,S/R,Price:S/R %,1 Day,1 Day %,Portfolio Status,Portfolio Return,Portfolio Max Return,Held Duration,Open Low Range %,Correlation co-efficient,Phase (numerical),Bonus,Lyr,5yr,3yr,1yr
20190204,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.084,016,016,2.79,0.30,10000.00,0.00,1.55,66.56,-0.56,NaN,NaN,39.31,NaN,1.84,2.05,2.11,2.13,2.09,1.86,2.22,0.12,5.07,2.02,3.308,0.02,0.95,HOLD,NaN,NaN,NaN,-0,0.6766,14.00,0.00,-7.99,NaN,NaN,NaN
20190205,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.103,016,016,2.08,1.63,10000.00,0.00,1.71,65.06,-1.46,NaN,NaN,38.75,NaN,1.84,2.05,2.12,2.14,2.11,1.86,3.15,0.07,6.93,2.00,5.085,0.02,0.91,HOLD,NaN,NaN,NaN,-0,0.6883,14.00,0.00,-7.15,NaN,NaN,NaN
20190206,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.119,016,016,4.35,2.48,10000.00,0.00,1.82,63.76,-2.23,NaN,NaN,38.27,NaN,1.84,2.07,2.13,2.15,2.13,1.86,3.97,0.04,8.96,2.01,5.343,0.02,0.79,HOLD,NaN,NaN,NaN,-0,0.7019,14.00,0.00,-6.42,NaN,NaN,NaN
20190207,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.091,016,016,3.32,3.91,0.00,2.00,1.32,65.96,-0.92,NaN,NaN,39.09,NaN,1.85,2.08,2.14,2.15,2.13,1.87,2.59,0.19,3.56,2.01,3.946,-0.03,-1.33,HOLD,NaN,NaN,NaN,-0,0.7151,0.00,0.00,-7.66,NaN,NaN,NaN
20190208,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.103,016,016,3.14,2.99,1.00,0.00,1.40,65.04,-1.47,NaN,NaN,38.75,NaN,1.86,2.08,2.14,2.16,2.13,1.87,3.16,0.16,4.00,2.01,4.528,0.01,0.56,HOLD,NaN,NaN,NaN,-0,0.7269,0.00,0.00,-7.14,NaN,NaN,NaN
20190211,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.125,016,016,3.46,2.17,10000.00,0.00,1.59,63.35,-2.48,NaN,NaN,38.12,NaN,1.86,2.08,2.15,2.17,2.14,1.88,4.23,0.11,5.45,2.02,5.426,0.02,1.03,HOLD,NaN,NaN,NaN,-0,0.7378,14.00,0.00,-6.19,NaN,NaN,NaN
20190212,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.142,016,016,6.07,3.27,10000.00,0.00,1.72,62.01,-3.28,NaN,NaN,37.60,NaN,1.86,2.09,2.16,2.18,2.15,1.88,5.09,0.07,6.98,2.03,5.699,0.02,0.83,HOLD,NaN,NaN,NaN,-0,0.7500,14.00,0.00,-5.41,NaN,NaN,NaN
20190213,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.135,016,016,4.40,3.34,0.00,1.00,1.51,62.57,-2.95,NaN,NaN,37.82,NaN,1.87,2.11,2.17,2.19,2.15,1.88,4.73,0.13,4.75,2.03,5.339,-0.01,-0.34,HOLD,NaN,NaN,NaN,-0,0.7616,0.00,0.00,-5.73,NaN,NaN,NaN
20190214,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.133,016,016,3.65,3.46,0.00,2.00,1.40,62.69,-2.87,NaN,NaN,37.86,NaN,1.87,2.12,2.18,2.19,2.15,1.89,4.66,0.17,3.98,2.03,5.260,-0.00,-0.07,HOLD,NaN,NaN,NaN,-0,0.7718,0.00,0.00,-5.80,NaN,NaN,NaN
20190215,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.125,016,016,2.88,3.54,0.00,3.00,1.21,63.31,-2.50,NaN,NaN,38.10,NaN,1.88,2.11,2.18,2.20,2.15,1.90,4.26,0.23,3.08,2.03,4.860,-0.01,-0.38,HOLD,NaN,NaN,NaN,-0,0.7806,0.00,0.00,-6.16,NaN,NaN,NaN
20190218,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.126,016,016,1.97,3.43,3.00,0.00,1.12,63.28,-2.52,NaN,NaN,38.09,NaN,1.88,2.11,2.19,2.21,2.14,1.90,4.28,0.26,2.76,2.03,4.880,0.00,0.02,HOLD,NaN,NaN,NaN,-0,0.7891,0.00,0.00,-6.14,NaN,NaN,NaN
20190219,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.127,016,016,1.13,2.07,4.00,0.00,1.07,63.19,-2.58,NaN,NaN,38.05,NaN,1.89,2.11,2.19,2.21,2.14,1.91,4.34,0.28,2.60,2.03,4.939,0.00,0.06,HOLD,NaN,NaN,NaN,-0,0.7975,0.00,0.00,-6.09,NaN,NaN,NaN
20190220,Normal ReBal,Phase 1 Short,270,Baillie Gifford WS LT Global Growth (270),2.123,016,016,0.17,1.56,0.00,11.00,0.96,63.49,-2.40,NaN,NaN,38.17,NaN,1.89,2.11,2.20,2.22,2.14,1.91,4.15,0.33,2.29,2.03,4.747,-0.00,-0.18,HOLD,NaN,NaN,NaN,-0,0.8046,7.00,0.00,-6.26,NaN,NaN,NaN
20190221,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.130,016,016,1.80,1.16,6.00,0.00,0.99,62.97,-2.70,NaN,NaN,37.97,NaN,1.90,2.11,2.20,2.22,2.14,1.91,4.47,0.31,2.37,2.03,5.077,0.01,0.32,HOLD,NaN,NaN,NaN,-0,0.8121,0.00,0.00,-5.97,NaN,NaN,NaN
20190222,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.138,016,016,1.62,2.13,9.00,0.00,1.04,62.36,-3.07,NaN,NaN,37.74,NaN,1.90,2.11,2.21,2.23,2.15,1.92,4.87,0.29,2.50,2.03,5.472,0.01,0.38,HOLD,NaN,NaN,NaN,-0,0.8198,0.00,0.00,-5.61,NaN,NaN,NaN
20190225,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.152,016,016,1.25,2.75,10000.00,0.00,1.13,61.31,-3.70,NaN,NaN,37.33,NaN,1.91,2.12,2.22,2.23,2.16,1.92,5.55,0.26,2.79,2.00,7.707,0.01,0.65,HOLD,NaN,NaN,NaN,-0,0.8280,14.00,0.00,-4.99,NaN,NaN,NaN
20190226,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.148,016,016,0.29,1.59,0.00,3.00,1.02,61.55,-3.56,NaN,NaN,37.42,NaN,1.91,2.13,2.22,2.24,2.16,1.93,5.40,0.30,2.46,2.00,7.547,-0.00,-0.15,HOLD,NaN,NaN,NaN,-0,0.8347,0.00,0.00,-5.14,NaN,NaN,NaN
20190227,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.170,016,016,1.63,1.77,10000.00,0.00,1.24,59.92,-4.52,NaN,NaN,36.79,NaN,1.91,2.14,2.23,2.24,2.18,1.93,6.47,0.22,3.22,2.01,8.082,0.02,1.01,HOLD,NaN,NaN,NaN,-0,0.8421,14.00,0.00,-4.17,NaN,NaN,NaN
20190228,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.176,016,016,1.94,2.06,10000.00,0.00,1.24,59.53,-4.76,NaN,NaN,36.63,NaN,1.92,2.14,2.23,2.25,2.19,1.93,6.73,0.22,3.20,2.01,8.191,0.01,0.24,HOLD,NaN,NaN,NaN,-0,0.8493,14.00,0.00,-3.94,NaN,NaN,NaN
20190301,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.188,016,016,2.88,2.48,10000.00,0.00,1.33,58.61,-5.31,NaN,NaN,36.26,NaN,1.92,2.16,2.24,2.26,2.20,1.94,7.35,0.19,3.61,2.02,8.446,0.01,0.58,HOLD,NaN,NaN,NaN,-0,0.8567,14.00,0.00,-3.38,NaN,NaN,NaN
20190304,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.184,016,016,2.65,2.79,0.00,3.00,1.16,58.96,-5.10,NaN,NaN,36.40,NaN,1.93,2.16,2.25,2.27,2.20,1.95,7.11,0.25,2.89,2.02,8.208,-0.00,-0.22,HOLD,NaN,NaN,NaN,-0,0.8635,0.00,0.00,-3.59,NaN,NaN,NaN
20190305,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.203,016,016,3.46,2.01,10000.00,0.00,1.34,57.53,-5.95,NaN,NaN,35.83,NaN,1.93,2.17,2.25,2.27,2.21,1.95,8.08,0.19,3.65,2.03,8.740,0.02,0.90,HOLD,NaN,NaN,NaN,-0,0.8699,14.00,0.00,-2.72,NaN,NaN,NaN
20190306,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.200,016,016,3.48,2.66,0.00,1.00,1.21,57.79,-5.80,NaN,NaN,35.94,NaN,1.94,2.17,2.26,2.28,2.21,1.95,7.90,0.23,3.10,2.03,8.562,-0.00,-0.16,HOLD,NaN,NaN,NaN,-0,0.8761,0.00,0.00,-2.88,NaN,NaN,NaN
20190307,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.163,016,016,1.55,2.58,0.00,8.00,0.69,60.44,-4.22,NaN,NaN,36.99,NaN,1.94,2.15,2.26,2.28,2.21,1.96,6.12,0.45,1.72,2.03,6.771,-0.04,-1.65,SELL,4.806,6.952,34,-0,0.8789,0.00,0.00,-4.48,NaN,NaN,NaN
20190308,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.157,016,016,0.88,1.16,0.00,9.00,0.56,60.93,-3.92,NaN,NaN,37.18,NaN,1.95,2.15,2.26,2.28,2.21,1.97,5.80,0.51,1.51,2.03,6.445,-0.01,-0.31,NOT HELD,NaN,NaN,NaN,-0,0.8819,0.00,0.00,-4.77,NaN,NaN,NaN
20190311,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.196,016,016,2.01,0.17,4.00,0.00,0.98,58.07,-5.63,NaN,NaN,36.05,NaN,1.95,2.15,2.27,2.29,2.21,1.97,7.72,0.32,2.35,2.03,8.375,0.04,1.81,NOT HELD,NaN,NaN,NaN,-0,0.8856,0.00,0.00,-3.05,NaN,NaN,NaN
20190312,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.189,016,016,1.85,0.87,0.00,3.00,0.84,58.55,-5.34,NaN,NaN,36.24,NaN,1.96,2.15,2.28,2.30,2.21,1.98,7.39,0.38,2.01,2.03,8.044,-0.01,-0.31,NOT HELD,NaN,NaN,NaN,-0,0.8890,0.00,0.00,-3.34,NaN,NaN,NaN
20190313,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.199,016,016,1.31,0.22,6.00,0.00,0.91,57.84,-5.77,NaN,NaN,35.95,NaN,1.96,2.18,2.28,2.30,2.21,1.98,7.87,0.34,2.18,2.03,8.533,0.01,0.45,NOT HELD,NaN,NaN,NaN,-0,0.8918,0.00,0.00,-2.91,NaN,NaN,NaN
20190314,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.199,016,016,1.08,0.25,7.00,0.00,0.86,57.81,-5.79,NaN,NaN,35.94,NaN,1.96,2.18,2.29,2.30,2.21,1.98,7.89,0.36,2.07,2.03,8.553,0.00,0.02,NOT HELD,NaN,NaN,NaN,-0,0.8947,0.00,0.00,-2.89,NaN,NaN,NaN
20190315,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.205,016,016,0.78,-0.15,10000.00,0.00,0.89,57.38,-6.04,NaN,NaN,35.77,NaN,1.97,2.19,2.29,2.31,2.22,1.99,8.19,0.35,2.12,2.03,8.784,0.01,0.27,NOT HELD,NaN,NaN,NaN,-0,0.8975,14.00,0.00,-2.62,NaN,NaN,NaN
20190318,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.204,016,016,0.95,-0.52,0.00,3.00,0.78,57.44,-6.01,NaN,NaN,35.79,NaN,1.98,2.19,2.30,2.32,2.22,1.99,8.14,0.40,1.89,2.03,8.739,-0.00,-0.04,NOT HELD,NaN,NaN,NaN,-0,0.9003,0.00,0.00,-2.66,NaN,NaN,NaN
20190319,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.216,016,016,0.57,-0.08,10000.00,0.00,0.88,56.63,-6.49,NaN,NaN,35.46,NaN,1.98,2.19,2.30,2.32,2.23,2.00,8.70,0.36,2.10,2.03,8.991,0.01,0.52,NOT HELD,NaN,NaN,NaN,-0,0.9029,14.00,0.00,-2.16,NaN,NaN,NaN
20190320,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.229,016,016,1.34,-1.03,10000.00,0.00,1.00,55.68,-7.06,NaN,NaN,35.06,NaN,1.98,2.19,2.31,2.33,2.24,2.00,9.37,0.31,2.39,2.00,11.608,0.01,0.61,NOT HELD,NaN,NaN,NaN,-0,0.9046,14.00,0.00,-1.56,NaN,NaN,NaN
20190321,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.234,016,016,3.18,-1.58,10000.00,0.00,1.00,55.34,-7.26,NaN,NaN,34.92,NaN,1.99,2.20,2.31,2.33,2.25,2.01,9.61,0.31,2.39,2.00,11.727,0.00,0.22,NOT HELD,NaN,NaN,NaN,-0,0.9061,14.00,0.00,-1.35,NaN,NaN,NaN
20190322,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.191,016,016,1.56,0.04,0.00,9.00,0.39,58.42,-5.42,NaN,NaN,36.19,NaN,1.99,2.18,2.31,2.33,2.25,2.01,7.48,0.61,1.28,2.00,9.557,-0.04,-1.94,NOT HELD,NaN,NaN,NaN,-0,0.9082,0.00,0.00,-3.26,NaN,NaN,NaN
20190325,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.181,016,016,-0.67,-0.60,0.00,16.00,0.18,59.13,-5.00,NaN,NaN,36.47,NaN,2.00,2.17,2.32,2.33,2.25,2.02,7.00,0.75,1.05,2.00,9.067,-0.01,-0.45,NOT HELD,NaN,NaN,NaN,-0,0.9096,0.00,0.00,-3.70,NaN,NaN,NaN
20190326,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.180,016,016,-0.43,-0.56,0.00,17.00,0.14,59.23,-4.94,NaN,NaN,36.51,NaN,2.00,2.17,2.32,2.34,2.20,2.02,6.93,0.78,1.01,2.00,9.002,-0.00,-0.06,NOT HELD,NaN,NaN,NaN,-0,0.9110,0.00,0.00,-3.75,NaN,NaN,NaN
20190327,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.181,016,016,-0.82,-0.18,4.00,0.00,0.13,59.12,-5.00,NaN,NaN,36.47,NaN,2.01,2.17,2.32,2.34,2.19,2.03,7.00,0.79,1.00,2.00,9.072,0.00,0.06,NOT HELD,NaN,NaN,NaN,-0,0.9123,0.00,0.00,-3.69,NaN,NaN,NaN
20190328,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.190,016,016,-0.43,0.08,5.00,0.00,0.22,58.49,-5.38,NaN,NaN,36.22,NaN,2.01,2.17,2.32,2.34,2.20,2.03,7.43,0.72,1.09,2.00,9.507,0.01,0.40,NOT HELD,NaN,NaN,NaN,-0,0.9139,0.00,0.00,-3.31,NaN,NaN,NaN
20190329,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.208,016,016,0.10,0.22,7.00,0.00,0.42,57.21,-6.14,NaN,NaN,35.70,NaN,2.01,2.17,2.32,2.34,2.22,2.03,8.30,0.59,1.32,2.00,10.397,0.02,0.81,NOT HELD,NaN,NaN,NaN,-0,0.9156,0.00,0.00,-2.52,NaN,NaN,NaN
20190331,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.208,016,016,0.14,-0.06,0.00,1.00,0.36,57.21,-6.14,NaN,NaN,35.70,NaN,2.02,2.18,2.33,2.35,2.22,2.03,8.30,0.63,1.25,2.00,10.397,0.00,0.00,NOT HELD,NaN,NaN,NaN,-0,0.9172,0.00,0.00,-2.52,NaN,NaN,NaN
20190401,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.229,016,016,0.58,0.62,10.00,0.00,0.60,55.73,-7.03,NaN,NaN,35.08,NaN,2.02,2.20,2.33,2.35,2.24,2.04,9.34,0.49,1.58,2.00,11.452,0.02,0.96,NOT HELD,NaN,NaN,NaN,-0,0.9191,0.00,0.00,-1.59,NaN,NaN,NaN
20190402,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.251,016,016,0.95,1.44,10000.00,0.00,0.85,54.20,-7.94,NaN,NaN,34.44,NaN,2.02,2.20,2.34,2.36,2.26,2.04,10.42,0.37,2.03,2.01,12.136,0.02,0.99,NOT HELD,NaN,NaN,NaN,-0,0.9212,14.00,0.00,-0.61,NaN,NaN,NaN
20190403,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.256,016,016,0.95,1.94,10000.00,0.00,0.86,53.87,-8.14,NaN,NaN,34.30,NaN,2.02,2.22,2.34,2.36,2.27,2.04,10.65,0.37,2.06,2.01,12.254,0.00,0.21,NOT HELD,NaN,NaN,NaN,-0,0.9235,14.00,0.00,-0.40,NaN,NaN,NaN
20190404,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.240,016,016,2.17,0.71,0.00,2.00,0.60,54.98,-7.47,NaN,NaN,34.77,NaN,2.03,2.23,2.34,2.36,2.27,2.05,9.86,0.49,1.57,2.01,11.448,-0.02,-0.72,NOT HELD,NaN,NaN,NaN,-0,0.9253,0.00,0.00,-1.12,NaN,NaN,NaN
20190405,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.261,016,016,3.54,1.18,10000.00,0.00,0.84,53.50,-8.36,NaN,NaN,34.14,NaN,2.03,2.23,2.35,2.37,2.27,2.05,10.92,0.38,2.01,2.01,12.387,0.02,0.96,NOT HELD,NaN,NaN,NaN,-0,0.9259,14.00,0.00,-0.16,NaN,NaN,NaN
20190408,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.261,016,016,3.60,1.84,0.00,2.00,0.74,53.50,-8.36,NaN,NaN,34.14,NaN,2.04,2.23,2.36,2.37,2.27,2.06,10.92,0.42,1.81,2.01,12.387,0.00,0.00,NOT HELD,NaN,NaN,NaN,-0,0.9274,0.00,0.00,-0.16,NaN,NaN,NaN
20190409,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.250,016,016,3.04,1.75,0.00,4.00,0.54,54.29,-7.89,NaN,NaN,34.48,NaN,2.04,2.24,2.36,2.38,2.27,2.06,10.36,0.52,1.48,2.01,11.816,-0.01,-0.51,NOT HELD,NaN,NaN,NaN,-0,0.9288,0.00,0.00,-0.67,NaN,NaN,NaN
20190410,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.261,016,016,3.15,1.06,10000.00,0.00,0.65,53.49,-8.36,NaN,NaN,34.14,NaN,2.05,2.24,2.36,2.38,2.27,2.07,10.92,0.47,1.66,2.01,12.390,0.01,0.52,NOT HELD,NaN,NaN,NaN,-0,0.9300,14.00,0.00,-0.16,NaN,NaN,NaN
20190411,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.261,016,016,2.34,0.51,0.00,1.00,0.60,53.53,-8.34,NaN,NaN,34.16,NaN,2.05,2.24,2.36,2.38,2.27,2.07,10.90,0.49,1.57,2.01,12.360,-0.00,-0.03,NOT HELD,NaN,NaN,NaN,-0,0.9308,0.00,0.00,-0.19,NaN,NaN,NaN
20190412,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.259,016,016,2.28,1.25,0.00,2.00,0.54,53.64,-8.28,NaN,NaN,34.20,NaN,2.05,2.25,2.37,2.39,2.27,2.07,10.82,0.53,1.48,2.01,12.285,-0.00,-0.07,NOT HELD,NaN,NaN,NaN,-0,0.9322,0.00,0.00,-0.25,NaN,NaN,NaN
20190415,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.242,016,016,0.61,0.76,0.00,10.00,0.22,54.78,-7.59,NaN,NaN,34.69,NaN,2.06,2.23,2.37,2.39,2.27,2.08,10.00,0.72,1.09,2.01,11.455,-0.02,-0.74,NOT HELD,NaN,NaN,NaN,-0,0.9335,0.00,0.00,-0.99,NaN,NaN,NaN
20190416,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.251,016,016,0.00,0.62,3.00,0.00,0.30,54.19,-7.95,NaN,NaN,34.44,NaN,2.07,2.23,2.37,2.39,2.27,2.08,10.42,0.66,1.18,2.01,11.883,0.01,0.38,NOT HELD,NaN,NaN,NaN,-0,0.9349,0.00,0.00,-0.61,NaN,NaN,NaN
20190417,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.230,016,016,-1.14,-0.26,0.00,15.00,-0.01,55.63,-7.09,NaN,NaN,35.04,NaN,2.07,2.22,2.37,2.39,2.26,2.09,9.40,0.90,0.88,2.01,10.849,-0.02,-0.92,NOT HELD,NaN,NaN,NaN,-0,0.9360,0.00,0.00,-1.53,NaN,NaN,NaN
20190418,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.231,016,016,-0.39,0.54,1.00,0.00,-0.03,55.59,-7.11,NaN,NaN,35.03,NaN,2.07,2.22,2.38,2.39,2.26,2.09,9.43,0.91,0.86,2.01,10.879,0.00,0.03,NOT HELD,NaN,NaN,NaN,-0,0.9370,0.00,0.00,-1.50,NaN,NaN,NaN
20190423,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.273,016,016,0.52,2.17,10000.00,0.00,0.41,52.70,-8.84,NaN,NaN,33.80,NaN,2.08,2.22,2.39,2.41,2.28,2.10,11.50,0.60,1.30,2.02,12.679,0.04,1.89,NOT HELD,NaN,NaN,NaN,-0,0.9385,14.00,0.00,0.36,NaN,NaN,NaN
20190424,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.273,016,016,0.54,2.19,10000.00,0.00,0.37,52.67,-8.85,NaN,NaN,33.79,NaN,2.08,2.22,2.39,2.41,2.28,2.10,11.52,0.62,1.26,2.02,12.688,0.00,0.02,NOT HELD,NaN,NaN,NaN,-0,0.9398,14.00,0.00,0.38,NaN,NaN,NaN
20190426,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.284,016,016,1.48,1.97,10000.00,0.00,0.44,51.99,-9.26,NaN,NaN,33.49,NaN,2.09,2.26,2.40,2.41,2.29,2.11,12.02,0.58,1.35,2.02,12.935,0.01,0.44,NOT HELD,NaN,NaN,NaN,-0,0.9413,14.00,0.00,0.83,NaN,NaN,NaN
20190429,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.285,016,016,1.06,1.53,10000.00,0.00,0.38,51.86,-9.34,NaN,NaN,33.43,NaN,2.10,2.26,2.40,2.42,2.30,2.11,12.12,0.62,1.27,2.02,12.983,0.00,0.09,NOT HELD,NaN,NaN,NaN,-0,0.9426,14.00,0.00,0.91,NaN,NaN,NaN
20190430,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.283,016,016,0.96,1.42,0.00,5.00,0.30,52.06,-9.22,NaN,NaN,33.52,NaN,2.10,2.27,2.40,2.42,2.30,2.12,11.97,0.67,1.18,2.02,12.835,-0.00,-0.13,NOT HELD,NaN,NaN,NaN,-0,0.9436,0.00,0.00,0.78,NaN,NaN,NaN
20190501,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.276,016,016,0.76,1.38,0.00,6.00,0.18,52.47,-8.97,NaN,NaN,33.70,NaN,2.10,2.27,2.41,2.42,2.30,2.12,11.67,0.75,1.05,2.02,12.533,-0.01,-0.27,NOT HELD,NaN,NaN,NaN,-0,0.9447,0.00,0.00,0.51,NaN,NaN,NaN
20190502,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.289,016,016,2.03,0.67,10000.00,0.00,0.32,51.64,-9.47,NaN,NaN,33.34,NaN,2.11,2.27,2.41,2.43,2.30,2.12,12.28,0.66,1.20,2.02,13.061,0.01,0.54,NOT HELD,NaN,NaN,NaN,-0,0.9457,14.00,0.00,1.06,NaN,NaN,NaN
20190503,Normal ReBal,100+ Day High,270,Baillie Gifford WS LT Global Growth (270),2.318,016,016,2.89,0.41,10000.00,0.00,0.67,49.74,-10.60,NaN,NaN,32.49,NaN,2.11,2.27,2.41,2.43,2.33,2.12,13.71,0.45,1.69,2.04,13.760,0.03,1.27,NOT HELD,NaN,NaN,NaN,-0,0.9463,14.00,0.00,2.34,NaN,NaN,NaN
20190506,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.298,016,016,2.95,-0.16,0.00,3.00,0.30,51.04,-9.83,NaN,NaN,33.07,NaN,2.12,2.28,2.42,2.44,2.33,2.13,12.73,0.67,1.18,2.04,12.783,-0.02,-0.86,NOT HELD,NaN,NaN,NaN,-0,0.9464,0.00,0.00,1.47,NaN,NaN,NaN
20190507,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.260,016,016,1.29,-0.09,0.00,18.00,-0.26,53.58,-8.31,NaN,NaN,34.18,NaN,2.12,2.25,2.42,2.44,2.33,2.14,10.86,1.14,0.69,2.04,10.913,-0.04,-1.66,NOT HELD,NaN,NaN,NaN,-0,0.9471,0.00,0.00,-0.22,NaN,NaN,NaN
20190508,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.261,016,016,-0.51,-1.52,1.00,0.00,-0.26,53.48,-8.37,NaN,NaN,34.14,NaN,2.12,2.25,2.42,2.44,2.31,2.14,10.93,1.14,0.69,2.04,10.987,0.00,0.07,NOT HELD,NaN,NaN,NaN,-0,0.9475,0.00,0.00,-0.15,NaN,NaN,NaN
20190509,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.254,016,016,-0.86,-1.89,0.00,20.00,-0.39,53.98,-8.07,NaN,NaN,34.35,NaN,2.12,2.24,2.42,2.44,2.27,2.14,10.57,1.28,0.61,2.04,10.624,-0.01,-0.33,NOT HELD,NaN,NaN,NaN,-0,0.9481,0.00,0.00,-0.48,NaN,NaN,NaN
20190510,Normal ReBal,No action.,270,Baillie Gifford WS LT Global Growth (270),2.254,016,016,-1.32,-1.59,0.00,21.00,-0.41,54.00,-8.06,NaN,NaN,34.36,NaN,2.13,2.24,2.42,2.44,2.27,2.14,10.56,1.31,0.60,2.04,10.614,-0.00,-0.01,NOT HELD,NaN,NaN,NaN,-0,0.9488,0.00,0.00,-0.49,NaN,NaN,NaN
20190513,Normal ReBal,30+ Day Low,270,Baillie Gifford WS LT Global Growth (270),2.199,016,016,-3.94,-1.05,0.00,45.00,-1.26,57.85,-5.76,NaN,NaN,35.96,NaN,2.13,2.19,2.42,2.44,2.27,2.15,7.86,3.29,0.21,2.04,7.915,-0.06,-2.44,NOT HELD,NaN,NaN,NaN,-0,0.9487,12.00,0.00,-2.91,NaN,NaN,NaN
